,document.id,user_id,business_id,stars,useful,funny,cool
246,246,ah4zqUxv-7rJPkGTcQ6ILQ,0BJK4_RQnNiiXJcYPEgG3w,4,0,0,0
247,247,x8EM2h-pHivskKhbWX717Q,0BJK4_RQnNiiXJcYPEgG3w,5,0,0,0
248,248,uMKz_DVVW5RNdrzZ7nBZzg,0BJK4_RQnNiiXJcYPEgG3w,4,0,0,0
249,249,HwWvld5Yd0h0EHrydo9CFQ,0BJK4_RQnNiiXJcYPEgG3w,3,1,0,3
250,250,hdP51SHHpIzOVywwxqs5fA,29XtLRA0y7Nfi4eZF-ZI4A,4,3,1,1
251,251,PGh1RQ55_lLi4A7LNZtMHg,29XtLRA0y7Nfi4eZF-ZI4A,3,1,0,0
252,252,XEHZoTDWjw3w-gcQyYIe4g,29XtLRA0y7Nfi4eZF-ZI4A,3,4,3,4
253,253,i8KqEbiLWDxLMgMkfSsT7g,29XtLRA0y7Nfi4eZF-ZI4A,5,0,0,0
254,254,1llynOxa9WgVxibZTsxZHw,29XtLRA0y7Nfi4eZF-ZI4A,5,1,0,1
255,255,DPitNu466172os6m0Yri1Q,29XtLRA0y7Nfi4eZF-ZI4A,1,1,1,1
256,256,pGrUOjoo2excjtBjQTp8Fw,29XtLRA0y7Nfi4eZF-ZI4A,3,1,0,0
257,257,Rttywvumr25Tldh4Ln7Udw,29XtLRA0y7Nfi4eZF-ZI4A,3,1,0,0
258,258,vTS2RendxnSA_YXpR4B66A,29XtLRA0y7Nfi4eZF-ZI4A,4,0,0,0
259,259,kCVPl2RumlSgSDx9PMfXDA,29XtLRA0y7Nfi4eZF-ZI4A,5,11,6,7
260,260,EMxa3Rcc88flwuP9RnFSkg,29XtLRA0y7Nfi4eZF-ZI4A,1,2,0,0
261,261,b8LFVfj8Gu3FWJB38b-EDQ,29XtLRA0y7Nfi4eZF-ZI4A,3,2,0,1
262,262,z8xryKzZa3jAJp38cTHudw,29XtLRA0y7Nfi4eZF-ZI4A,5,1,1,1
263,263,#NAME?,29XtLRA0y7Nfi4eZF-ZI4A,1,1,0,0
264,264,V-BbqKqO8anwplGRx9Q5aQ,29XtLRA0y7Nfi4eZF-ZI4A,4,0,0,0
265,265,jrqE4Jx-boDAxj4X7CLStQ,29XtLRA0y7Nfi4eZF-ZI4A,3,2,0,0
266,266,8bKpyXdiYF3ZKIB3QyEiVQ,DSKIdpJY_XCL_QMp1bpIrg,2,1,0,1
267,267,pBX4Xs0kpKW0RAPQA-jE6A,DSKIdpJY_XCL_QMp1bpIrg,5,2,0,1
268,268,VfjO3NbGqJEE_ByyhrAHkw,3EuEKK7jlcVwhU_4D7Kmkw,5,0,0,0
269,269,Z6OQe23EBIaUwPtwL3dcrA,3EuEKK7jlcVwhU_4D7Kmkw,5,1,0,0
270,270,K8BZnrt0Cy_r-CL_mDgwFg,3EuEKK7jlcVwhU_4D7Kmkw,5,0,0,0
271,271,DmpfK7wngEz122un6GtA9g,3EuEKK7jlcVwhU_4D7Kmkw,4,3,0,1
272,272,1Wf5mAukiULzGLfTXu_fQw,3EuEKK7jlcVwhU_4D7Kmkw,2,0,0,0
273,273,KJPqTI7X0CRaB3ZJGvC8Jw,3EuEKK7jlcVwhU_4D7Kmkw,5,1,0,0
274,274,Ry1O_KXZHGRI8g5zBR3IcQ,3EuEKK7jlcVwhU_4D7Kmkw,4,2,0,0
275,275,yeBcdHTf7mYrCRsKiQNZ_A,3EuEKK7jlcVwhU_4D7Kmkw,5,1,0,0
276,276,hX4PJFWTYdGIgywfFjoT9Q,3EuEKK7jlcVwhU_4D7Kmkw,5,0,0,0
277,277,-5W2xuWQBxc16pkPasBxZw,3EuEKK7jlcVwhU_4D7Kmkw,2,2,0,0
278,278,dQ8wg1zuR5rE1X2XYiMFRg,3EuEKK7jlcVwhU_4D7Kmkw,3,0,0,0
279,279,UPfJB0fePwr6Hk6UCHKztA,3EuEKK7jlcVwhU_4D7Kmkw,4,2,1,1
280,280,_0LwemzCLchggFtEWHERDA,3EuEKK7jlcVwhU_4D7Kmkw,5,0,0,1
281,281,Yaltx7RLH8w62Ax_b5wuhQ,3EuEKK7jlcVwhU_4D7Kmkw,4,1,0,0
282,282,K0CEAOe8yd5YIpcxSsUKwQ,3EuEKK7jlcVwhU_4D7Kmkw,5,0,0,0
283,283,H6mphWwDelKpaLNgXe6m9A,3EuEKK7jlcVwhU_4D7Kmkw,5,0,0,0
284,284,aqZtGwfNj-CATbofib1yPg,3EuEKK7jlcVwhU_4D7Kmkw,4,4,1,2
285,285,phJ5j8RjQMmn0kEv3WGDVQ,3EuEKK7jlcVwhU_4D7Kmkw,3,1,0,0
286,286,_siniUb8CoN9of4mhAtj_g,3EuEKK7jlcVwhU_4D7Kmkw,3,1,0,0
287,287,TyA_1wJ_irey_D46gfdppg,3EuEKK7jlcVwhU_4D7Kmkw,4,1,0,1
288,288,pO3m1uXlnvECjT-FtALfRQ,3EuEKK7jlcVwhU_4D7Kmkw,4,0,0,0
289,289,LOwo4HTg7yV2DKfyGPdkGQ,3EuEKK7jlcVwhU_4D7Kmkw,4,2,0,1
290,290,xxbqhvmt8bShSkeqy1cFFg,3EuEKK7jlcVwhU_4D7Kmkw,5,0,0,0
291,291,HFItzRohDHZvcKDrM6ABZg,111d13yLgIdqvpZekgVnbQ,3,0,0,0
292,292,8onuIirziNOP5Jl3JXappA,111d13yLgIdqvpZekgVnbQ,3,0,0,0
293,293,YXC-BqlnABXVJ26j6nlRzg,111d13yLgIdqvpZekgVnbQ,4,0,0,0
294,294,wskTNZjwiqMJOvM_-XAQZw,111d13yLgIdqvpZekgVnbQ,3,0,0,1
295,295,rKQXGdGUaEFcspdRWjfH1g,111d13yLgIdqvpZekgVnbQ,3,1,1,1
296,296,YIPMZOMB5BcliLqTWgGh9A,0vytvfym7q8f85jeOvgr5Q,5,3,0,0
297,297,2Pq2PDHK4HUOFLY3Dpyykw,0vytvfym7q8f85jeOvgr5Q,5,0,0,0
298,298,HDOk51KXyyBoFQKXcLPs6A,0vytvfym7q8f85jeOvgr5Q,5,2,0,0
299,299,gjhzKWsqCIrpEd9pevbKZw,629LOsDzWH1fqiHJLD_Iqg,4,0,2,0
300,300,IDVX4Is4CanREchBmpFXoA,629LOsDzWH1fqiHJLD_Iqg,5,2,2,3
301,301,jVjuv-C8oMuD6n-MhgsMHg,629LOsDzWH1fqiHJLD_Iqg,4,0,0,0
302,302,VJ6gRN2AGplIhnyVA_mMxg,629LOsDzWH1fqiHJLD_Iqg,5,1,1,1
303,303,#NAME?,5ZQmIhBVOelUScK9UbSUqA,3,0,0,0
304,304,JLjOmrfvLiAOQjwiwHeb8A,5ZQmIhBVOelUScK9UbSUqA,1,0,0,0
305,305,Q9mA60HnY87C1TW5kjAZ6Q,5ZQmIhBVOelUScK9UbSUqA,4,0,3,0
306,306,5fuwzNSeg01ECvwrrM8SIw,5xNf0Oje5It0zMYpazW1IQ,5,0,0,0
307,307,W_tEDhKM4ZhtSHgzVFnBUg,5xNf0Oje5It0zMYpazW1IQ,3,0,0,0
308,308,KsTUnKcaekeCs6o0Nr8fAQ,5xNf0Oje5It0zMYpazW1IQ,5,0,0,0
309,309,WvkPZ21zRQx2mv5X3AlP1g,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
310,310,GYIgp8evSUmedWNv8VdMig,0x2qB4R790SX3W4W8FQuWA,5,0,0,1
311,311,tHGAvk600XTPzjHj84QKCQ,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
312,312,ILBtzJLv6Z2Bmo70JQe0NA,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
313,313,eUmNPp59nHbkk7qcCktGZw,0x2qB4R790SX3W4W8FQuWA,3,1,1,1
314,314,z5PxZo-8eFMbAuZEs9CTfw,0x2qB4R790SX3W4W8FQuWA,1,1,0,0
315,315,iBjrKHlo25WqV1ygArH2vQ,0x2qB4R790SX3W4W8FQuWA,5,1,0,0
316,316,zFYs8gSUYDvXkb6O7YkRkw,0x2qB4R790SX3W4W8FQuWA,4,37,26,33
317,317,s7P_w2_a-ibcdC39O3jeNg,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
318,318,zME0Nu5iuMUEWQDknLN2EA,0x2qB4R790SX3W4W8FQuWA,4,1,0,0
319,319,fSVcw8pBXaU0Cx7whnHmRw,0x2qB4R790SX3W4W8FQuWA,2,1,1,1
320,320,wvEG8LtJcD3wCkBoQ9lQgg,0x2qB4R790SX3W4W8FQuWA,3,0,0,0
321,321,Uc0pAehG6PvbFliYbs2vMA,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
322,322,M9rRM6Eo5YbKLKMG5QiIPA,0x2qB4R790SX3W4W8FQuWA,3,39,22,36
323,323,4qY-FdgmqIZZwWU4YyAxKQ,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
324,324,CBfc7hDDvaYwtJwNfhvKjw,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
325,325,H3bVvQoY4vlbVIv18Xvi_A,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
326,326,78vy4aB-qVelHBmADdTvOQ,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
327,327,sIWXu4Ysy9Ss5p2DxXF5CA,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
328,328,XHwjG5eRaTudtRSLwCoEWw,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
329,329,b-1SwgXVYt8U5Lhxe1Dh7A,0x2qB4R790SX3W4W8FQuWA,2,0,2,0
330,330,B8rWC70PD8EmWn_wxHZO_A,0x2qB4R790SX3W4W8FQuWA,4,1,0,1
331,331,mlnSOJBxe-BI5KGOSS4jgQ,0x2qB4R790SX3W4W8FQuWA,5,3,0,0
332,332,YmfwxHZPQrIPeO_3Ng4KJg,0x2qB4R790SX3W4W8FQuWA,5,1,0,1
333,333,O5r84O523a68O8oDcfcYOQ,0x2qB4R790SX3W4W8FQuWA,5,1,0,0
334,334,YvqFcX5s0cHhqAFrXvNOHw,0x2qB4R790SX3W4W8FQuWA,5,0,0,1
335,335,bpgbVPJcG-wQ4cNBcPPIxw,0x2qB4R790SX3W4W8FQuWA,4,10,6,9
336,336,0-PXoYFoipqPKBPwtuv6qw,0x2qB4R790SX3W4W8FQuWA,2,1,0,0
337,337,FfqZ1lJrg37fbkh-BU3y_w,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
338,338,4W-ZU-E82HWWUNNk9tfN6g,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
339,339,1MNhUj_3b5ucpg0LIARrVQ,0x2qB4R790SX3W4W8FQuWA,5,1,0,1
340,340,d_TBs6J3twMy9GChqUEXkg,0x2qB4R790SX3W4W8FQuWA,4,3,1,2
341,341,AsSz6hfCcgICRCBOaot3Rw,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
342,342,M8M8R8QPXW70Hu8otCh1Kw,0x2qB4R790SX3W4W8FQuWA,1,0,0,0
343,343,tRY6Y1sVehnJ2h3IsHcbnQ,0x2qB4R790SX3W4W8FQuWA,4,1,0,1
344,344,DZOA0yCbH4kDS0s-dHXWFg,0x2qB4R790SX3W4W8FQuWA,5,2,1,2
345,345,xbxmmu1HIjnbfpoePTel2g,0x2qB4R790SX3W4W8FQuWA,3,1,1,0
346,346,ghC_-3uK25V9pcmixuWatw,0x2qB4R790SX3W4W8FQuWA,3,1,1,0
347,347,ctXFXk9-m6PCMoI-Nz2_XQ,0x2qB4R790SX3W4W8FQuWA,4,4,1,2
348,348,rwso2AiE7FsIh5476GceAw,0x2qB4R790SX3W4W8FQuWA,5,1,0,0
349,349,TPp1sJ4DO5_kBoUk30bFRQ,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
350,350,XJYFjbH-oTmu2dATTqyauQ,0x2qB4R790SX3W4W8FQuWA,4,1,1,1
351,351,_5c4SlvfXoRo2UfWe1HBHQ,0x2qB4R790SX3W4W8FQuWA,4,0,0,0
352,352,#NAME?,0x2qB4R790SX3W4W8FQuWA,3,0,0,1
353,353,15Yrx7yqhGp-uUc5ghCcUg,0x2qB4R790SX3W4W8FQuWA,4,2,0,0
354,354,6lM1HKjrQQg0CEGvy3g3_A,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
355,355,Um8GKawy4nm_qEdO3q13QQ,0x2qB4R790SX3W4W8FQuWA,5,0,0,0
356,356,v85lhe1D9nYP8EKcoqJH2w,0x2qB4R790SX3W4W8FQuWA,5,7,1,3
357,357,hWDybu_KvYLSdEFzGrniTw,6BrKLGjSRWnljut67Zmn2A,4,1,1,1
358,358,xhlcoVm3FOKcxZ0phkdO6Q,6BrKLGjSRWnljut67Zmn2A,4,0,2,0
359,359,Xs6qlsODFjZTmmmr26klvA,6BrKLGjSRWnljut67Zmn2A,2,0,0,0
360,360,LURC3E0DoXYgN9aYTF3XOg,2PqCZxon6AZHJrQ5iam4LA,2,1,0,0
361,361,W1Nl6_R7amuZ6NStXI3uBA,2PqCZxon6AZHJrQ5iam4LA,1,1,0,0
362,362,hutJzKEYHuVq6CP-XSARgg,2PqCZxon6AZHJrQ5iam4LA,2,0,0,0
363,363,jnB_saJqNfOmVoCWquhAzg,48F3297iwp-CGQgzwatQbQ,3,0,0,0
364,364,UhlXS6NdA5k4SRunpcKHJw,48F3297iwp-CGQgzwatQbQ,3,0,0,2
365,365,pMefTWo6gMdx8WhYSA2u3w,48F3297iwp-CGQgzwatQbQ,2,0,0,1
366,366,5BR9hKJlIsyy1_6sQl8GmA,2Ql9YdeQstF79FLZyypDWQ,4,0,0,0
367,367,u2Toezhsy3k72RyAdGLCHQ,2Ql9YdeQstF79FLZyypDWQ,4,0,0,0
368,368,istym9W558wDgC8kfcmy9g,2Ql9YdeQstF79FLZyypDWQ,5,0,0,0
369,369,84pTTnUsbWK_4twG2y25yA,2Ql9YdeQstF79FLZyypDWQ,4,0,0,0
370,370,kc-rnN-ndnFTdHG4TfIgeQ,4P1h3LKaCkgQL5dSy5d9gw,1,3,7,3
371,371,4Xwo12Uxb0EPmHMe5rgHMA,4P1h3LKaCkgQL5dSy5d9gw,5,0,1,1
372,372,Oay68SoCl5BcM4XAbt47zw,4P1h3LKaCkgQL5dSy5d9gw,1,5,7,5
373,373,3GmwPdifNs2YtnPndk2Iyg,4P1h3LKaCkgQL5dSy5d9gw,1,0,0,0
374,374,P62mnZoGVfnMGBF6OhjySQ,4P1h3LKaCkgQL5dSy5d9gw,3,1,2,1
375,375,PQqXijgnlNifNiIyYYX8DQ,4P1h3LKaCkgQL5dSy5d9gw,4,3,0,3
376,376,zRRurs5wB7er42zvPktv9w,4P1h3LKaCkgQL5dSy5d9gw,1,5,6,5
377,377,dIIKEfOgo0KqUfGQvGikPg,4P1h3LKaCkgQL5dSy5d9gw,3,9,5,6
378,378,q5zFC4BW1xnIILAZNwbk1g,4P1h3LKaCkgQL5dSy5d9gw,1,1,4,1
379,379,UmXzwFM2OkZHWJ5cJZlqkg,4P1h3LKaCkgQL5dSy5d9gw,2,19,23,19
380,380,Iovy9ItislQQuQQVYHR1ng,4P1h3LKaCkgQL5dSy5d9gw,1,1,4,1
381,381,ucSbA_gEtgEYeU-2Hr1MHA,4P1h3LKaCkgQL5dSy5d9gw,1,1,1,1
382,382,ded5BL8L5d5GsiBKqcJmRQ,4P1h3LKaCkgQL5dSy5d9gw,5,2,0,2
383,383,3xhIAIzNPhFAp24U3oCB1Q,4P1h3LKaCkgQL5dSy5d9gw,3,0,0,0
384,384,AIQStrUDl0kA9KxJlU2VNw,4P1h3LKaCkgQL5dSy5d9gw,5,1,0,1
385,385,CAshvtJZZSHySUQHqzlKgg,4P1h3LKaCkgQL5dSy5d9gw,5,1,3,1
386,386,epY-pU8xCZCAiZKzr-BOoQ,4P1h3LKaCkgQL5dSy5d9gw,3,1,0,0
387,387,sYQyXDjGaJj7wfaqz5u8KQ,4P1h3LKaCkgQL5dSy5d9gw,3,3,5,1
388,388,YORJi2JtQg5Mo4nmKOXzag,4P1h3LKaCkgQL5dSy5d9gw,5,8,16,8
389,389,iQWPdBdZ0YH0EzZ89pFsdw,4P1h3LKaCkgQL5dSy5d9gw,4,0,1,0
390,390,URj-FXqRV8UYVjs8EgaQQA,4P1h3LKaCkgQL5dSy5d9gw,3,3,2,2
391,391,xH-vP1j0jR_BEdWcBkjDQg,4P1h3LKaCkgQL5dSy5d9gw,3,0,0,0
392,392,nZcvhWmyQ73TiFDxyGmuAQ,4P1h3LKaCkgQL5dSy5d9gw,4,0,0,0
393,393,Df2qZ03Mjgl1NqprgWXcgA,4P1h3LKaCkgQL5dSy5d9gw,4,2,3,2
394,394,DPldvSGto59lJadlRxpmrw,4P1h3LKaCkgQL5dSy5d9gw,4,0,1,0
395,395,PPModBxbj33gAZzxivPf-g,4P1h3LKaCkgQL5dSy5d9gw,1,2,2,2
396,396,Uj4HTvelP7wnrAJOY803sQ,4P1h3LKaCkgQL5dSy5d9gw,4,3,0,3
397,397,DWbcEKJDBR6vPaNxb00sgw,4P1h3LKaCkgQL5dSy5d9gw,3,6,5,4
398,398,uar1t8Hf08KK1LyicQ49tg,4P1h3LKaCkgQL5dSy5d9gw,1,3,2,1
399,399,sz_hey55GUH1N_nmIWN66w,4P1h3LKaCkgQL5dSy5d9gw,1,0,0,0
400,400,CyAl5D-GjX-ZtqdQqG4_ew,4P1h3LKaCkgQL5dSy5d9gw,2,0,1,1
401,401,HxTg2mFLBkrKmnE4tK0wSg,4P1h3LKaCkgQL5dSy5d9gw,2,2,2,2
402,402,oc3u68ugJlAP__025Ji2fw,4P1h3LKaCkgQL5dSy5d9gw,4,0,0,0
403,403,hfuhalehYPI89JCRSW1mSA,4P1h3LKaCkgQL5dSy5d9gw,3,2,0,1
404,404,WPw0LDmsT5HLc5itX8YLVA,4P1h3LKaCkgQL5dSy5d9gw,1,2,5,2
405,405,045lA8joqI1vPm0wLgZPKw,4P1h3LKaCkgQL5dSy5d9gw,3,4,5,3
406,406,lhMbqVA5qsMB7nkVJXiI3A,4P1h3LKaCkgQL5dSy5d9gw,2,2,0,2
407,407,Q9NlyapDA97_NA0qaq8w0A,4P1h3LKaCkgQL5dSy5d9gw,3,2,5,2
408,408,Ia79K1avxZPlDSd6oS1JnA,4P1h3LKaCkgQL5dSy5d9gw,3,0,0,0
409,409,0lDl1Jg1Qz2KhvkfJKk6fw,4P1h3LKaCkgQL5dSy5d9gw,3,0,0,0
410,410,VfZ62dxri2CxsSBXgrzqsg,4P1h3LKaCkgQL5dSy5d9gw,5,3,10,4
411,411,duymKKwUruH8GwbvcaFd0w,4P1h3LKaCkgQL5dSy5d9gw,4,1,0,0
412,412,9xCdyIxzfV6J-Out6XR2FA,4P1h3LKaCkgQL5dSy5d9gw,2,2,3,2
413,413,uqJ0kCrmZOEZzbt4qV3ODA,4P1h3LKaCkgQL5dSy5d9gw,1,5,5,4
414,414,8lL-554wLEOxCrroFa4aeg,4P1h3LKaCkgQL5dSy5d9gw,5,2,3,2
415,415,s54HLJNqNPGhY9UppWrlqg,4P1h3LKaCkgQL5dSy5d9gw,4,2,0,2
416,416,FOBRPlBHa3WPHFB5qYDlVg,4P1h3LKaCkgQL5dSy5d9gw,4,2,0,2
417,417,85gI4BQZ9zMtqkQ33niGWw,4P1h3LKaCkgQL5dSy5d9gw,3,4,3,4
418,418,2dwGSzILaZK8rysR-oFoXw,4P1h3LKaCkgQL5dSy5d9gw,1,2,2,2
419,419,8s57wy5KkaqsnOzH4I_upg,4P1h3LKaCkgQL5dSy5d9gw,3,0,4,0
420,420,Yej5B4nd8PqpHMQcmCTDrg,4P1h3LKaCkgQL5dSy5d9gw,3,1,1,0
421,421,UVxY0iyPaqY7s4BSFtt-xA,4P1h3LKaCkgQL5dSy5d9gw,3,3,3,3
422,422,UMBw5PrPlZqfyvUlKeYJvg,4P1h3LKaCkgQL5dSy5d9gw,3,2,0,1
423,423,viPEgKloEjbVhZRTu8ME_A,4P1h3LKaCkgQL5dSy5d9gw,5,1,0,3
424,424,z45-iwIBeN0DIRxBaJRB2w,4P1h3LKaCkgQL5dSy5d9gw,3,2,0,2
425,425,YrAvAU68l_A0X6n6XHhH-w,4P1h3LKaCkgQL5dSy5d9gw,4,1,0,1
426,426,BVNGCN6gKvdlhYePgmJjKw,7vXXRslK05EyPoRVMqtzdA,5,0,0,0
427,427,NLEkvrY7p68ssmzCy84X8A,7vXXRslK05EyPoRVMqtzdA,5,0,0,0
428,428,vWsGB0TVwGJfOC1x7WqiJQ,7vXXRslK05EyPoRVMqtzdA,5,0,0,0
429,429,OkXuwNTCLNdOi-chPJaNSQ,8KWWHywMjN-154i_Qi0deQ,1,0,0,0
430,430,DPzchvKxid1XL6-XA6wzQw,8KWWHywMjN-154i_Qi0deQ,5,4,1,1
431,431,X_teIy8TX3_mlBMuK5Hj-w,8KWWHywMjN-154i_Qi0deQ,4,4,0,2
432,432,0ygVMZZAaw2DKBGptbuWNw,8KWWHywMjN-154i_Qi0deQ,4,8,6,4
433,433,QvacYYZzeD57a7oN4ZuoRQ,8KWWHywMjN-154i_Qi0deQ,2,2,1,2
434,434,QQoZeJszS2mWhMRcs5og4Q,8KWWHywMjN-154i_Qi0deQ,3,8,3,2
435,435,Dblp5OGCcUWTRnE-KVwcXw,8KWWHywMjN-154i_Qi0deQ,4,6,3,0
436,436,b62O4hVwS1pr3d3LbmN49w,8KWWHywMjN-154i_Qi0deQ,3,0,0,0
437,437,asoMD67RegPXt1FUSRdz5Q,8KWWHywMjN-154i_Qi0deQ,2,0,0,0
438,438,1-0K54tp4ig3lYjd1eRF_g,8KWWHywMjN-154i_Qi0deQ,1,2,1,1
439,439,lQwA5mR3pkGRbMMFjn9JBg,8KWWHywMjN-154i_Qi0deQ,5,2,0,1
440,440,wQ0sfn7h5n99Hhpbyg-TYA,8KWWHywMjN-154i_Qi0deQ,3,14,12,4
441,441,o3zAtdg9gUTe1XNrBoA-0g,8KWWHywMjN-154i_Qi0deQ,5,0,0,0
442,442,8UxjgfdSt6nFTLrcU6dtyw,8KWWHywMjN-154i_Qi0deQ,1,1,1,1
443,443,butFGaLbGSgbcxeTwEhMdQ,8KWWHywMjN-154i_Qi0deQ,5,1,0,2
444,444,MFDRstdGCO__WP3SDPqZ1Q,8KWWHywMjN-154i_Qi0deQ,5,4,0,0
445,445,eRxrNZLG7Ig5me2OJWn_qQ,8KWWHywMjN-154i_Qi0deQ,4,1,0,0
446,446,fH1TpgVyMuQcColrknmbZA,3wJ4kJsJhayyfJ30HsS04g,3,3,1,0
447,447,2mKI7s51PD-W5t8CrCRjNA,3wJ4kJsJhayyfJ30HsS04g,4,1,0,0
448,448,q6eks8g-8ve1AXMh1MTKJA,3wJ4kJsJhayyfJ30HsS04g,3,0,0,0
449,449,bpgbVPJcG-wQ4cNBcPPIxw,3wJ4kJsJhayyfJ30HsS04g,4,3,3,3
450,450,4W-ZU-E82HWWUNNk9tfN6g,3wJ4kJsJhayyfJ30HsS04g,2,2,1,0
451,451,WcLp2MB0EloBPPEc5RDUAw,3wJ4kJsJhayyfJ30HsS04g,1,0,0,0
452,452,nie-JYFTdUp04tlH527SDQ,3wJ4kJsJhayyfJ30HsS04g,1,1,0,0
453,453,gCp21sfvL6HnQOvapeV7sw,3wJ4kJsJhayyfJ30HsS04g,5,4,0,2
454,454,ugSIAOFv9JmtTXqaE9YYzg,3wJ4kJsJhayyfJ30HsS04g,5,3,0,1
455,455,1Um9miKfoRVLDoM0dldN1Q,3wJ4kJsJhayyfJ30HsS04g,5,1,1,1
456,456,KFQJvl2ZfGZP44QuKr-0mQ,3wJ4kJsJhayyfJ30HsS04g,5,0,0,0
457,457,JHCs-fyEMnKjWQkQvRSORQ,3wJ4kJsJhayyfJ30HsS04g,1,0,0,0
458,458,4pCvRmbz0jHoeo4kPisdCg,3wJ4kJsJhayyfJ30HsS04g,1,1,0,0
459,459,7jw2VAbnGkr0GF6evuvViQ,3wJ4kJsJhayyfJ30HsS04g,2,2,0,0
460,460,79uQM6mAgJJcmYRtMO_u1Q,3wJ4kJsJhayyfJ30HsS04g,2,0,0,0
461,461,WqpKT326WaUNqkibEjs7lQ,3wJ4kJsJhayyfJ30HsS04g,5,0,0,0
462,462,DFgGYfDFY1RxiWjxgV85lA,3wJ4kJsJhayyfJ30HsS04g,4,0,0,0
463,463,XzTkP0BJfEGwXpBssyrb6A,3wJ4kJsJhayyfJ30HsS04g,1,2,0,0
464,464,TwErSmI2nOF0UqXZ2tUDfQ,3wJ4kJsJhayyfJ30HsS04g,2,0,1,0
465,465,zHU5uBo_UMGao4wwwiTOfA,3wJ4kJsJhayyfJ30HsS04g,5,0,0,0
466,466,TZPd84Z7ATl5DqvTVJxDFw,3wJ4kJsJhayyfJ30HsS04g,4,0,0,0
467,467,SzcrUoOdo5LSy98sIgj0lA,3wJ4kJsJhayyfJ30HsS04g,4,0,0,0
468,468,OVFFbN9ij5wFL3UQLhT3pA,3wJ4kJsJhayyfJ30HsS04g,1,0,0,0
469,469,qIXsNpNm1x2CGNGgNEhNbA,19jV_YngqOH0h40IxItUKA,4,0,0,0
470,470,QuZbJquRtbY9O9JrB9NpxQ,19jV_YngqOH0h40IxItUKA,2,10,8,8
471,471,9KIGNO7qJ6366VBAzO0Npw,19jV_YngqOH0h40IxItUKA,1,3,1,2
472,472,pKn_H1nkgrwJS6TuHODsvQ,19jV_YngqOH0h40IxItUKA,3,8,4,6
473,473,sNTvnH0l_GR1O8ZRCniUCA,0xbfoylmBOjoKKYDwawTkw,1,7,1,1
474,474,QjEHA4t7BovzKVeH8TzT2A,0xbfoylmBOjoKKYDwawTkw,1,3,3,3
475,475,vJU7VP831iKtwdwdD49MWw,0xbfoylmBOjoKKYDwawTkw,3,3,1,1
476,476,9NKn7Pbq23u8yfR08y1BDg,0xbfoylmBOjoKKYDwawTkw,4,1,1,1
477,477,sm_UfNstcaknjAY1h1rvPw,0xbfoylmBOjoKKYDwawTkw,3,7,6,5
478,478,N8KY5W3UXAZrAGMYO2IDFw,0xbfoylmBOjoKKYDwawTkw,4,4,1,4
479,479,qD51vvp5Zf5DgPEGy7yfDQ,0xbfoylmBOjoKKYDwawTkw,3,4,7,4
480,480,YvYr6FhVnzGEP7WVYoWUJw,0xbfoylmBOjoKKYDwawTkw,5,2,1,1
481,481,l-B4axUNxQ9FVVxeQm8t2A,0xbfoylmBOjoKKYDwawTkw,1,5,6,3
482,482,4nk5Wn4ElB2oanaKscQ8pQ,0xbfoylmBOjoKKYDwawTkw,5,1,0,1
483,483,3z_lLQl_4gzIgaQu1_K9LA,0xbfoylmBOjoKKYDwawTkw,4,2,1,1
484,484,I1vJAnZ3-hUcD9gE8m00_g,0xbfoylmBOjoKKYDwawTkw,4,0,0,0
485,485,PgrCdD3iPgYzXxO8QsMnew,0xbfoylmBOjoKKYDwawTkw,3,1,1,1
486,486,HztdZr0Xb8yjDalXPqWXBA,0xbfoylmBOjoKKYDwawTkw,5,1,1,1
487,487,9Im5TKUWLoMHBemYDdw7JQ,0xbfoylmBOjoKKYDwawTkw,3,1,1,1
488,488,-0IiMAZI2SsQ7VmyzJjokQ,0xbfoylmBOjoKKYDwawTkw,3,6,3,3
489,489,zNaDJXGjGro-kwu37h4e3A,0xbfoylmBOjoKKYDwawTkw,5,4,2,6
490,490,NpO0alALTeykMh1GmJfxMQ,0xbfoylmBOjoKKYDwawTkw,2,5,1,4
491,491,OTRxfMCtfrbUemIigxCaOg,0xbfoylmBOjoKKYDwawTkw,3,0,1,0
492,492,TeHp5f1KY_7Mh-swUWSjuA,0xbfoylmBOjoKKYDwawTkw,3,9,4,11
493,493,v65s1beaC6UmT_beUJ0Jmg,0xbfoylmBOjoKKYDwawTkw,1,4,3,3
